temperature,humidity,wind_speed,vegetation,recent_fires,fire_detected
-8.4,66,6,0.473,1,0
-7.6,62,0,0.473,0,0
-6.6,59,4,0.669,1,0
-6.3,60,13,0.526,0,0
-6.0,59,6,0.412,2,0
-5.4,57,11,0.526,1,0
-5.7,57,9,0.37,1,0
-6.2,56,11,0.388,0,0
-6.6,57,9,0.549,1,0
-7.7,61,7,0.509,2,0
-8.8,64,6,0.757,2,0
-9.9,69,6,0.481,2,0
-10.3,69,0,0.59,0,0
-10.1,71,0,0.616,1,0
-11.9,76,6,0.307,0,0
-12.1,79,6,0.632,2,0
-14.4,80,6,0.389,1,0
-12.9,79,6,0.781,2,0
-14.9,78,6,0.374,1,0
-14.2,79,7,0.507,1,0
-14.7,79,4,0.343,0,0
-15.7,78,4,0.798,1,0
-15.0,81,4,0.551,2,0
-13.5,81,0,0.598,1,0
-11.1,83,9,0.334,2,0
-10.5,86,11,0.675,0,0
-8.7,79,9,0.405,2,0
-7.2,68,13,0.749,1,0
-5.5,61,20,0.403,2,0
-5.3,62,15,0.395,2,0
-4.7,63,6,0.318,1,0
-4.2,64,9,0.536,2,0
-3.9,64,15,0.582,1,0
-3.1,66,15,0.333,0,0
-2.8,67,24,0.688,2,0
-2.5,67,26,0.527,0,0
-2.1,71,28,0.562,2,0
-1.5,73,30,0.52,2,0
-0.7,72,30,0.5,0,0
-0.8,72,24,0.58,2,0
0.1,70,32,0.378,2,0
0.1,78,30,0.391,0,0
0.8,72,35,0.731,2,0
1.0,70,26,0.773,1,0
1.1,71,32,0.487,2,0
1.2,71,37,0.435,2,0
1.1,70,33,0.622,2,0
1.1,71,32,0.504,0,0
1.4,71,32,0.313,1,0
1.9,71,35,0.378,1,0
2.6,70,22,0.658,2,0
2.6,67,32,0.629,0,0
3.0,63,33,0.314,0,0
3.3,62,30,0.411,1,0
3.3,63,17,0.416,0,0
2.9,66,13,0.636,2,0
3.2,65,11,0.31,2,0
3.1,66,13,0.352,0,0
2.6,69,11,0.7,2,0
3.0,69,15,0.389,1,0
2.7,68,13,0.626,2,0
2.2,69,13,0.419,0,0
1.9,69,13,0.35,1,0
1.8,68,15,0.422,2,0
1.5,65,15,0.661,1,0
0.8,65,19,0.728,0,0
-1.0,58,19,0.715,2,0
-1.9,61,15,0.499,2,0
-2.9,64,20,0.634,1,0
-5.5,57,17,0.402,2,0
-6.1,59,17,0.447,2,0
-6.2,57,19,0.748,2,0
-6.2,57,19,0.307,2,0
-6.0,54,11,0.343,0,0
-5.6,55,13,0.404,2,0
-5.2,49,15,0.313,1,0
-5.1,45,15,0.391,0,0
-4.8,43,19,0.592,1,0
-5.0,40,22,0.511,1,0
-5.9,39,19,0.746,1,0
-7.3,44,11,0.709,0,0
-8.2,46,9,0.471,0,0
-9.2,47,11,0.43,0,0
-9.6,47,13,0.49,2,0
-10.8,46,9,0.595,1,0
-11.8,47,9,0.434,0,0
-13.8,52,4,0.612,1,0
-11.9,48,9,0.505,0,0
-12.1,50,6,0.576,0,0
-12.4,51,11,0.518,0,0
-14.0,55,4,0.447,1,0
-12.6,49,0,0.774,2,0
-12.4,48,9,0.682,0,0
-11.7,59,15,0.37,0,0
-10.8,60,13,0.734,0,0
-9.6,64,15,0.544,2,0
-8.2,60,17,0.747,1,0
-6.3,56,17,0.7,1,0
-4.6,52,20,0.513,1,0
-3.3,47,32,0.311,1,0
-2.4,47,24,0.434,0,0
-1.8,43,32,0.571,2,0
-1.6,45,22,0.617,0,0
-2.1,47,17,0.429,2,0
-2.5,46,19,0.37,1,0
-3.2,49,22,0.717,2,0
-3.3,51,22,0.792,0,0
-3.1,57,26,0.563,0,0
-3.6,68,17,0.386,1,0
-3.6,71,20,0.436,0,0
-4.0,72,13,0.309,0,0
-3.4,71,13,0.757,2,0
-3.9,73,11,0.359,0,0
-3.5,72,24,0.588,1,0
-3.4,70,26,0.437,1,0
-4.1,73,20,0.577,0,0
-4.9,73,20,0.626,1,0
-5.4,75,17,0.715,2,0
-4.9,74,20,0.403,2,0
-3.5,71,22,0.305,0,0
-2.5,67,28,0.368,0,0
-1.2,63,24,0.75,2,0
-0.1,58,24,0.737,1,0
0.7,56,26,0.599,0,0
1.5,56,30,0.6,0,0
2.4,53,24,0.633,1,0
2.7,51,22,0.388,0,0
2.0,54,20,0.757,1,0
1.6,54,22,0.509,1,0
0.4,63,20,0.492,1,0
0.5,59,17,0.559,1,0
0.2,65,22,0.323,1,0
0.8,67,28,0.383,2,0
0.1,69,26,0.669,1,0
0.4,75,22,0.341,2,0
0.1,73,19,0.602,1,0
0.0,73,22,0.423,0,0
-1.0,78,17,0.495,2,0
-0.8,77,20,0.444,0,0
-0.8,77,22,0.478,1,0
-0.7,78,22,0.66,1,0
-0.5,78,20,0.449,0,0
-0.9,78,17,0.583,1,0
-0.1,78,19,0.538,0,0
0.9,71,28,0.632,1,0
1.4,67,20,0.768,1,0
1.4,68,24,0.666,2,0
1.3,64,24,0.407,0,0
1.1,71,30,0.316,1,0
1.3,68,28,0.431,0,0
1.0,69,30,0.598,2,0
0.9,66,22,0.326,0,0
0.4,68,17,0.548,2,0
0.0,68,17,0.598,0,0
-0.2,69,15,0.467,0,0
-0.4,73,13,0.685,2,0
-0.7,84,11,0.353,1,0
-0.9,90,6,0.338,1,0
-1.4,94,9,0.664,1,0
-7.4,89,24,0.548,0,0
-8.6,83,30,0.644,0,0
-9.5,79,22,0.517,1,0
-10.8,81,22,0.423,0,0
-11.5,79,20,0.71,0,0
-12.2,81,24,0.7,1,0
-13.0,80,20,0.647,2,0
-13.7,75,20,0.436,0,0
-13.7,64,20,0.595,0,0
-13.4,64,19,0.48,0,0
-13.1,62,11,0.346,0,0
-12.8,70,9,0.759,2,0
-12.1,70,7,0.368,1,0
-11.3,61,6,0.775,0,0
-10.8,52,11,0.523,1,0
-10.4,52,6,0.393,0,0
-10.5,59,4,0.571,2,0
-12.8,66,4,0.736,1,0
-14.0,54,7,0.666,2,0
-14.4,63,9,0.703,0,0
-13.9,68,7,0.629,2,0
-13.5,68,6,0.646,2,0
-14.5,59,13,0.725,0,0
-15.0,53,11,0.425,0,0
-15.3,51,11,0.545,1,0
-15.9,51,6,0.411,0,0
-16.8,54,9,0.794,1,0
-16.6,54,11,0.772,2,0
-16.4,58,11,0.32,2,0
-16.7,57,15,0.653,1,0
-16.7,56,19,0.763,0,0
-16.9,54,17,0.39,0,0
-16.7,50,17,0.584,2,0
-16.6,48,17,0.758,1,0
-16.1,45,20,0.317,2,0
-14.8,46,24,0.649,2,0
-13.9,45,20,0.449,0,0
-13.2,44,26,0.762,1,0
-12.5,42,28,0.786,2,0
-12.0,44,32,0.772,0,0
-12.0,43,26,0.537,2,0
-12.3,52,24,0.731,2,0
-11.9,54,24,0.722,0,0
-11.3,53,22,0.46,0,0
-10.8,52,24,0.714,1,0
-10.6,55,26,0.319,2,0
-10.3,56,20,0.598,1,0
-10.0,60,19,0.415,0,0
-9.4,56,22,0.36,0,0
-8.8,57,24,0.338,2,0
-8.8,63,20,0.648,1,0
-8.4,61,20,0.47,1,0
-8.0,57,22,0.662,2,0
-7.9,59,22,0.333,2,0
-7.9,59,22,0.458,1,0
-8.0,65,24,0.57,0,0
-7.5,57,20,0.695,0,0
-6.8,37,26,0.459,2,0
-6.5,60,20,0.613,1,0
-5.2,54,17,0.743,1,0
-4.9,49,24,0.608,1,0
-4.3,49,22,0.416,0,0
-3.4,50,24,0.312,0,0
-3.4,48,24,0.735,1,0
-3.6,45,15,0.311,1,0
-4.9,51,0,0.737,2,0
-5.6,61,15,0.564,2,0
-7.2,69,7,0.77,1,0
-7.5,70,11,0.699,1,0
-9.0,73,13,0.799,0,0
-10.8,72,19,0.475,1,0
-11.8,73,15,0.684,2,0
-11.9,72,13,0.501,0,0
-12.9,66,11,0.54,2,0
-13.2,61,9,0.614,2,0
-13.4,61,11,0.737,0,0
-13.4,59,4,0.792,2,0
-14.2,64,6,0.684,1,0
-13.7,59,7,0.509,2,0
-13.6,58,9,0.511,0,0
-11.6,59,4,0.669,0,0
-8.8,64,4,0.419,0,0
-5.0,65,0,0.355,2,0
-3.2,68,4,0.477,1,0
-2.1,72,4,0.444,0,0
0.1,68,9,0.448,1,0
1.1,62,9,0.417,0,0
2.3,59,7,0.321,1,0
1.1,70,9,0.309,1,0
1.3,68,9,0.794,1,0
1.8,56,7,0.514,0,0
-0.2,69,4,0.492,2,0
-0.6,67,7,0.64,2,0
-0.5,68,0,0.409,2,0
-1.2,72,0,0.775,1,0
-1.9,76,4,0.693,0,0
-1.8,78,4,0.345,1,0
-1.2,74,0,0.509,0,0
-1.6,75,4,0.74,1,0
-0.7,81,0,0.772,0,0
-1.3,88,7,0.534,0,0
-1.0,91,0,0.607,0,0
-0.3,91,4,0.384,1,0
0.1,89,4,0.796,2,0
0.6,88,4,0.416,1,0
1.0,88,0,0.771,1,0
2.0,85,0,0.625,0,0
2.1,84,0,0.604,0,0
1.7,87,6,0.556,2,0
1.5,90,7,0.415,2,0
1.9,88,6,0.388,0,0
2.2,87,6,0.41,2,0
2.1,88,6,0.393,2,0
1.5,91,7,0.69,0,0
1.5,91,7,0.475,1,0
1.5,91,7,0.329,2,0
1.3,92,13,0.785,0,0
1.2,92,7,0.742,2,0
1.4,90,7,0.764,2,0
0.8,92,9,0.797,0,0
1.1,89,7,0.387,2,0
0.7,90,4,0.498,2,0
0.7,90,6,0.679,2,0
0.9,89,7,0.648,1,0
0.7,89,4,0.377,1,0
1.3,85,6,0.708,2,0
1.7,83,7,0.412,0,0
1.2,84,7,0.412,2,0
1.8,80,0,0.568,2,0
2.7,76,11,0.596,1,0
3.3,68,11,0.59,1,0
3.6,62,19,0.346,1,0
3.3,65,19,0.739,2,0
3.5,64,19,0.433,2,0
3.6,63,19,0.365,0,0
3.7,64,15,0.744,2,0
3.6,63,15,0.778,2,0
3.0,69,19,0.731,1,0
2.5,75,17,0.705,1,0
1.7,84,17,0.628,1,0
1.5,87,15,0.575,1,0
1.5,86,17,0.343,1,0
1.3,89,19,0.504,0,0
1.3,89,19,0.486,0,0
1.3,90,19,0.43,0,0
1.3,92,17,0.662,1,0
1.4,92,19,0.548,1,0
2.3,92,20,0.341,1,0
2.8,92,24,0.41,0,0
3.0,86,30,0.642,1,0
3.0,79,24,0.338,0,0
2.8,75,32,0.726,1,0
2.3,71,32,0.548,2,0
2.5,67,41,0.54,0,0
2.6,62,32,0.596,2,0
2.6,61,24,0.712,0,0
3.0,59,22,0.474,1,0
3.5,53,28,0.639,1,0
3.0,58,30,0.583,2,0
3.1,56,26,0.434,1,0
2.6,62,26,0.739,0,0
2.3,64,22,0.699,1,0
2.0,67,28,0.629,1,0
1.8,68,24,0.725,0,0
1.7,68,19,0.734,2,0
1.2,69,15,0.654,2,0
0.9,69,26,0.719,1,0
0.7,71,24,0.649,0,0
0.7,68,22,0.64,2,0
0.3,71,22,0.609,2,0
0.3,69,26,0.676,1,0
-0.3,71,22,0.379,0,0
-0.6,72,19,0.74,2,0
-0.2,70,20,0.736,1,0
-0.6,71,24,0.315,1,0
-0.6,70,19,0.713,1,0
-0.6,70,24,0.364,1,0
0.1,67,24,0.468,2,0
0.5,66,17,0.672,0,0
1.1,60,15,0.38,1,0
1.8,56,20,0.709,1,0
1.2,61,15,0.716,2,0
1.5,58,19,0.554,1,0
1.5,56,19,0.303,1,0
1.0,59,13,0.444,0,0
0.8,56,15,0.608,1,0
-0.6,58,11,0.791,2,0
-1.7,63,11,0.616,0,0
-2.4,65,9,0.43,2,0
-3.5,69,9,0.617,0,0
-3.9,69,9,0.57,0,0
-3.9,69,13,0.69,1,0
-4.5,66,19,0.353,1,0
-5.2,68,9,0.681,1,0
-6.0,72,0,0.571,2,0
-5.8,69,7,0.781,1,0
-5.9,74,9,0.471,1,0
-6.7,76,6,0.616,0,0
-6.3,72,7,0.766,1,0
-5.8,73,7,0.351,1,0
-5.2,71,9,0.769,1,0
-4.7,68,15,0.644,1,0
-4.0,68,17,0.334,0,0
-3.2,64,17,0.45,1,0
-2.7,64,19,0.654,0,0
-2.3,58,15,0.334,2,0
-1.6,56,17,0.591,1,0
-1.6,54,20,0.473,1,0
-2.1,56,15,0.61,1,0
-2.9,59,13,0.323,0,0
-3.2,59,15,0.736,1,0
-3.8,62,13,0.787,1,0
-4.8,67,11,0.784,2,0
-5.4,69,9,0.675,0,0
-6.3,65,7,0.365,0,0
-6.7,64,4,0.679,2,0
-7.6,67,0,0.312,0,0
-8.8,76,4,0.311,1,0
-8.8,73,7,0.462,1,0
-9.8,77,6,0.544,2,0
-10.2,75,6,0.685,0,0
-10.7,75,4,0.642,0,0
-11.0,76,4,0.523,0,0
-9.9,70,4,0.437,2,0
-8.7,65,6,0.799,1,0
-8.0,64,9,0.513,2,0
-7.1,61,9,0.526,1,0
-6.0,62,11,0.382,2,0
-4.7,58,20,0.697,1,0
-3.1,57,17,0.647,0,0
-2.0,56,19,0.41,0,0
-1.8,60,20,0.341,0,0
-1.9,59,17,0.64,2,0
-3.2,65,9,0.627,2,0
-3.6,68,7,0.437,2,0
-4.0,68,6,0.775,0,0
-3.5,66,6,0.376,1,0
-3.3,66,0,0.516,0,0
-5.8,76,4,0.772,0,0
-4.0,73,9,0.51,1,0
-4.3,73,6,0.619,1,0
-4.1,74,7,0.499,1,0
-5.3,76,4,0.437,1,0
-5.2,79,4,0.792,0,0
-6.1,82,7,0.505,2,0
-6.1,81,6,0.747,0,0
-6.2,80,7,0.415,1,0
-5.0,78,7,0.407,2,0
-3.1,73,9,0.316,2,0
-1.4,66,11,0.626,0,0
-0.1,63,15,0.484,0,0
0.0,60,19,0.732,0,0
1.0,59,24,0.537,2,0
1.9,55,22,0.784,2,0
2.2,55,19,0.393,2,0
2.0,56,17,0.734,1,0
2.2,53,9,0.688,1,0
1.9,55,9,0.685,0,0
2.1,53,0,0.722,2,0
-0.2,71,4,0.681,0,0
-0.5,72,6,0.613,2,0
-0.6,75,6,0.366,0,0
0.5,70,0,0.316,1,0
0.5,83,19,0.76,2,0
0.8,80,15,0.608,1,0
1.4,75,19,0.698,2,0
1.3,82,20,0.541,0,0
1.2,85,15,0.359,2,0
1.4,87,15,0.363,1,0
1.5,88,13,0.643,2,0
1.6,90,15,0.515,0,0
2.6,89,17,0.4,2,0
2.9,85,26,0.546,1,0
4.0,82,28,0.332,0,0
4.6,74,26,0.591,1,0
5.2,66,28,0.434,2,0
5.8,61,22,0.699,1,0
6.1,59,17,0.455,2,0
5.4,62,28,0.528,0,0
2.9,83,19,0.306,1,0
2.6,84,19,0.336,1,0
2.4,83,9,0.496,2,0
1.9,86,6,0.54,1,0
1.6,84,13,0.6,1,0
2.3,79,15,0.446,0,0
2.7,78,15,0.647,2,0
2.6,77,13,0.73,2,0
2.3,79,20,0.69,0,0
1.7,82,11,0.32,0,0
1.1,85,7,0.54,2,0
0.6,89,6,0.352,0,0
0.5,90,4,0.421,0,0
0.4,90,4,0.793,0,0
0.5,89,9,0.371,2,0
0.6,89,7,0.549,0,0
0.4,86,7,0.609,1,0
1.1,81,17,0.651,1,0
1.6,78,19,0.58,2,0
2.3,74,22,0.305,0,0
2.1,73,20,0.463,1,0
2.1,74,20,0.559,2,0
1.4,81,13,0.344,1,0
1.9,76,22,0.475,0,0
2.7,70,22,0.317,2,0
2.3,64,24,0.339,1,0
1.6,67,15,0.498,2,0
1.6,62,19,0.366,1,0
1.1,64,15,0.584,1,0
0.5,66,13,0.645,0,0
-0.2,68,9,0.7,0,0
-1.0,73,7,0.4,1,0
-0.9,73,6,0.384,2,0
-1.7,78,4,0.352,2,0
-1.8,76,0,0.618,0,0
-3.8,84,0,0.653,1,0
-2.8,85,0,0.316,0,0
-3.1,86,0,0.768,1,0
-3.0,85,6,0.326,1,0
-1.3,83,11,0.571,0,0
-0.7,81,9,0.655,2,0
0.3,77,7,0.735,0,0
0.7,76,9,0.657,1,0
0.9,74,15,0.701,0,0
1.1,72,20,0.47,2,0
1.0,72,20,0.707,2,0
1.1,72,20,0.34,1,0
1.0,77,19,0.747,0,0
-0.1,90,22,0.574,2,0
-0.1,90,26,0.709,0,0
0.0,90,24,0.526,2,0
0.0,91,22,0.622,1,0
0.0,92,15,0.563,1,0
0.3,90,17,0.666,0,0
0.6,90,19,0.341,1,0
0.8,91,17,0.33,2,0
1.0,89,11,0.424,1,0
0.8,90,15,0.38,2,0
0.4,91,11,0.736,2,0
0.7,90,19,0.41,1,0
0.4,90,19,0.788,2,0
0.6,88,22,0.468,2,0
0.0,89,33,0.391,0,0
-1.4,89,33,0.695,0,0
-1.8,90,32,0.629,0,0
-1.4,89,33,0.549,1,0
-1.7,89,32,0.578,0,0
-2.1,90,33,0.66,2,0
-2.5,88,33,0.414,1,0
-2.7,84,32,0.798,1,0
-3.2,79,35,0.787,1,0
-3.3,73,33,0.625,1,0
-3.6,75,24,0.4,2,0
-3.2,67,24,0.64,2,0
-3.6,66,30,0.336,0,0
-4.7,64,35,0.315,1,0
-5.3,63,26,0.429,0,0
-5.6,65,32,0.531,2,0
-6.6,61,28,0.734,1,0
-7.6,61,26,0.664,2,0
-8.3,62,19,0.671,0,0
-9.0,64,20,0.513,2,0
-9.2,65,22,0.473,1,0
-9.9,66,28,0.486,1,0
-10.8,69,30,0.794,0,0
-11.6,70,20,0.32,1,0
-11.3,64,22,0.734,2,0
-12.1,62,22,0.589,2,0
-12.1,61,26,0.519,2,0
-11.6,56,32,0.663,2,0
-11.2,47,22,0.543,0,0
-10.1,44,26,0.737,2,0
-9.3,47,28,0.75,0,0
-8.3,48,26,0.511,2,0
-7.6,46,28,0.438,0,0
-7.1,48,26,0.596,2,0
-6.8,46,24,0.756,2,0
-7.6,46,24,0.405,0,0
-7.9,49,19,0.611,1,0
-7.8,48,13,0.616,1,0
-7.9,50,11,0.667,1,0
-8.5,52,9,0.366,0,0
-8.6,53,0,0.658,1,0
-9.5,58,0,0.755,1,0
-8.2,52,7,0.39,0,0
-8.6,57,4,0.419,1,0
-8.5,63,13,0.786,1,0
-8.3,65,9,0.39,1,0
-8.2,61,9,0.727,0,0
-8.4,58,13,0.546,0,0
-9.0,61,17,0.424,1,0
-9.4,66,20,0.735,1,0
-9.8,67,19,0.523,0,0
-9.4,64,22,0.557,1,0
-8.7,62,22,0.48,0,0
-8.7,64,28,0.596,1,0
-6.3,60,15,0.382,0,0
-4.9,59,19,0.496,2,0
-5.5,63,22,0.785,2,0
-5.1,72,20,0.429,0,0
-4.9,79,19,0.628,2,0
-5.2,81,20,0.463,1,0
-6.3,82,24,0.687,0,0
-7.1,82,22,0.365,0,0
-7.2,83,9,0.785,1,0
-7.3,83,4,0.527,1,0
-7.1,82,0,0.418,0,0
-6.8,84,4,0.337,1,0
-6.7,84,0,0.385,0,0
-6.5,84,0,0.56,1,0
-6.6,84,0,0.469,0,0
-5.9,83,9,0.714,1,0
-5.5,81,15,0.515,1,0
-5.4,72,20,0.424,2,0
-6.9,77,22,0.609,2,0
-8.1,66,19,0.653,2,0
-8.4,66,19,0.384,1,0
-8.3,64,20,0.384,0,0
-7.5,62,13,0.318,1,0
-6.5,59,9,0.668,2,0
-5.8,55,11,0.632,1,0
-5.5,59,17,0.537,2,0
-4.8,57,15,0.722,2,0
-4.2,55,19,0.703,0,0
-4.3,53,17,0.593,0,0
-4.4,53,15,0.734,2,0
-5.3,57,17,0.403,2,0
-5.9,58,7,0.356,1,0
-6.8,59,11,0.435,2,0
-8.7,62,11,0.329,1,0
-8.3,63,0,0.566,2,0
-10.0,65,9,0.768,0,0
-8.2,64,9,0.32,0,0
-9.5,65,4,0.361,2,0
-9.7,71,4,0.526,1,0
-11.5,77,0,0.767,1,0
-10.3,73,7,0.458,1,0
-13.1,79,0,0.554,2,0
-12.2,78,0,0.321,2,0
-11.7,79,9,0.374,0,0
-10.6,78,11,0.793,0,0
-8.5,74,11,0.783,2,0
-6.6,68,17,0.302,0,0
-4.7,54,15,0.776,1,0
-3.9,52,17,0.62,1,0
-2.9,54,11,0.734,2,0
-2.9,51,13,0.527,1,0
-3.1,52,20,0.558,2,0
-3.6,56,26,0.544,1,0
-4.1,54,28,0.633,2,0
-4.7,53,28,0.37,1,0
-4.6,51,30,0.315,1,0
-4.5,51,30,0.454,0,0
-4.6,53,26,0.652,0,0
-4.5,54,30,0.401,0,0
-5.1,62,30,0.637,0,0
-5.5,72,24,0.785,0,0
-5.7,79,26,0.347,0,0
-5.4,80,28,0.636,2,0
-4.7,79,28,0.522,2,0
-5.4,83,35,0.734,0,0
-5.3,82,33,0.389,2,0
-5.2,82,33,0.646,0,0
-4.9,83,30,0.719,2,0
-5.0,83,32,0.772,1,0
-4.9,82,32,0.642,2,0
-4.7,82,32,0.549,2,0
-4.4,83,28,0.609,2,0
-4.3,83,30,0.734,1,0
-4.3,82,28,0.585,0,0
-3.9,81,28,0.315,2,0
-3.3,80,24,0.765,2,0
-2.7,80,19,0.645,1,0
-2.9,80,20,0.638,0,0
-3.0,80,19,0.408,2,0
-3.6,81,17,0.629,1,0
-3.7,81,20,0.497,0,0
-3.9,81,22,0.626,0,0
-4.3,82,22,0.353,2,0
-4.3,81,22,0.629,2,0
-4.8,83,22,0.8,2,0
-5.3,82,20,0.324,2,0
-5.2,82,19,0.789,1,0
-5.5,83,19,0.503,1,0
-5.6,82,24,0.735,2,0
-5.5,81,19,0.691,0,0
-5.6,79,19,0.584,2,0
-5.7,79,22,0.669,0,0
-5.7,79,17,0.739,0,0
-6.1,84,13,0.502,0,0
-5.9,83,15,0.464,1,0
-5.5,86,15,0.634,0,0
-5.2,86,13,0.704,0,0
-4.6,87,13,0.681,1,0
-4.1,86,15,0.699,0,0
-3.3,83,15,0.518,0,0
-2.9,83,15,0.709,2,0
-2.7,84,15,0.36,0,0
-2.4,84,20,0.572,0,0
-1.8,84,17,0.303,0,0
-2.3,84,15,0.462,0,0
-1.4,82,15,0.483,0,0
0.2,72,13,0.498,1,0
0.5,74,17,0.648,0,0
1.0,73,22,0.494,0,0
1.2,75,19,0.524,1,0
-0.6,84,19,0.419,1,0
-0.3,86,22,0.487,0,0
0.3,86,24,0.414,0,0
0.8,85,41,0.337,0,0
1.5,80,43,0.602,2,0
2.0,77,41,0.634,2,0
2.7,74,32,0.61,0,0
3.0,75,37,0.532,1,0
3.7,79,15,0.49,0,0
4.0,71,32,0.732,1,0
5.2,55,37,0.56,1,0
5.8,49,50,0.54,1,0
6.5,42,48,0.313,0,0
5.3,45,57,0.471,0,0
5.0,48,63,0.49,1,0
4.3,51,57,0.499,2,0
3.7,56,48,0.59,2,0
3.4,58,44,0.567,2,0
3.2,60,50,0.604,1,0
2.9,62,46,0.682,0,0
2.8,64,57,0.706,1,0
2.3,67,33,0.659,2,0
0.5,68,32,0.778,0,0
-0.8,68,24,0.309,1,0
-1.8,64,26,0.398,1,0
-2.1,63,19,0.304,2,0
-2.9,63,20,0.624,1,0
-4.3,62,19,0.749,0,0
-4.8,59,17,0.422,2,0
-5.7,58,22,0.764,2,0
-5.9,54,13,0.33,0,0
-6.3,57,15,0.767,2,0
-6.3,57,17,0.476,1,0
-6.5,55,17,0.351,1,0
-5.8,57,19,0.543,2,0
-5.5,56,19,0.428,0,0
-5.7,55,19,0.442,1,0
-5.6,54,22,0.454,0,0
-5.5,54,20,0.702,1,0
-6.9,54,22,0.57,1,0
-7.9,53,28,0.456,2,0
-7.9,54,22,0.605,2,0
-8.5,61,24,0.658,0,0
-9.0,69,15,0.436,2,0
-10.1,65,17,0.507,1,0
-11.1,65,24,0.361,1,0
-12.4,66,19,0.391,0,0
-13.6,66,24,0.641,0,0
-14.5,52,24,0.391,1,0
-15.0,58,22,0.563,2,0
-15.5,58,26,0.655,2,0
-15.9,59,20,0.353,0,0
-16.2,58,26,0.584,0,0
-16.2,59,22,0.428,1,0
-15.7,56,24,0.781,1,0
-15.1,55,24,0.542,0,0
-14.4,55,26,0.703,1,0
-13.4,54,26,0.575,0,0
-12.2,53,6,0.322,0,0
-11.3,51,24,0.617,2,0
-10.8,47,28,0.776,0,0
-10.0,49,30,0.601,1,0
-9.9,48,26,0.71,2,0
-9.5,47,24,0.742,2,0
-9.8,47,22,0.414,1,0
-10.1,48,20,0.406,1,0
-10.5,49,17,0.605,1,0
-11.0,49,17,0.506,0,0
-11.6,49,15,0.72,2,0
-12.6,53,11,0.75,0,0
-13.4,55,11,0.477,0,0
-13.4,56,11,0.418,0,0
-13.7,55,4,0.69,0,0
-14.8,59,9,0.437,2,0
-14.5,57,9,0.711,2,0
-14.6,58,13,0.512,0,0
-15.3,60,11,0.634,1,0
-14.8,61,11,0.348,2,0
-13.0,59,0,0.612,0,0
-11.3,52,6,0.526,1,0
-10.0,57,9,0.593,1,0
-9.0,49,15,0.384,0,0
-7.8,55,13,0.668,2,0
-6.7,48,9,0.731,1,0
-5.8,45,9,0.408,2,0
-5.3,44,6,0.348,2,0
-4.9,41,11,0.312,1,0
-4.8,44,6,0.621,0,0
-6.3,52,6,0.604,1,0
-5.4,53,11,0.573,1,0
-5.3,52,9,0.416,2,0
-5.4,49,9,0.495,0,0
-5.0,45,9,0.597,2,0
-4.5,41,6,0.548,1,0
-3.6,47,6,0.794,0,0
-3.9,56,9,0.368,0,0
-5.7,62,17,0.648,0,0
-5.3,61,13,0.502,0,0
-5.2,63,15,0.514,0,0
-5.3,63,17,0.659,1,0
-4.3,63,15,0.646,1,0
-3.9,67,11,0.796,1,0
-4.6,69,11,0.364,2,0
-2.5,67,11,0.352,0,0
-0.1,62,6,0.662,0,0
3.0,57,6,0.589,1,0
6.4,49,4,0.437,0,0
8.9,39,13,0.34,2,0
9.3,39,13,0.343,0,0
9.7,42,13,0.747,0,0
11.4,38,15,0.396,2,0
9.9,44,9,0.462,1,0
5.5,60,7,0.413,1,0
6.0,57,11,0.477,0,0
7.6,50,20,0.335,2,0
6.8,53,22,0.56,1,0
6.0,58,17,0.334,1,0
4.8,63,15,0.7,1,0
6.2,58,20,0.417,0,0
5.5,61,11,0.57,2,0
7.9,53,17,0.74,0,0
10.1,46,24,0.625,1,0
10.0,47,28,0.566,2,0
5.7,63,19,0.462,0,0
7.6,57,19,0.467,1,0
10.3,52,26,0.635,1,0
6.7,63,19,0.797,0,0
10.2,55,26,0.631,1,0
12.1,53,30,0.579,1,0
12.7,55,26,0.665,2,0
11.7,59,20,0.533,1,0
11.5,65,20,0.33,0,0
11.7,68,26,0.581,2,0
11.7,71,37,0.779,0,0
11.6,70,32,0.388,1,0
11.3,74,37,0.645,2,0
10.5,83,46,0.4,2,0
6.1,82,30,0.568,2,0
5.0,79,41,0.348,2,0
3.7,82,41,0.525,0,0
2.0,83,46,0.678,1,0
0.8,85,35,0.474,1,0
-0.1,87,28,0.632,2,0
0.0,76,22,0.698,1,0
-1.2,67,20,0.764,0,0
-2.6,64,24,0.417,1,0
-3.9,69,11,0.5,0,0
-3.9,67,20,0.376,0,0
-4.3,70,15,0.796,1,0
-5.0,70,15,0.764,0,0
-4.7,65,15,0.57,0,0
-4.0,66,20,0.721,0,0
-3.7,61,19,0.56,0,0
-3.0,58,17,0.612,2,0
-2.1,62,20,0.345,1,0
-1.5,57,15,0.678,2,0
-1.0,61,19,0.364,0,0
-1.1,60,17,0.713,1,0
-0.7,56,11,0.691,0,0
-0.9,59,7,0.654,1,0
-2.0,60,7,0.318,2,0
-2.6,65,4,0.452,1,0
-2.0,59,4,0.432,0,0
-1.9,60,6,0.48,1,0
-2.2,60,7,0.344,1,0
-2.6,63,6,0.768,2,0
-2.2,61,4,0.577,0,0
-2.7,64,15,0.453,1,0
-3.8,59,19,0.498,2,0
-4.1,51,24,0.524,1,0
-5.7,56,26,0.6,0,0
-6.4,55,20,0.558,1,0
-6.8,56,26,0.76,1,0
